SalePrice LotFrontage LotArea OverallQual OverallCond YearBuilt YearRemod/Add MasVnrArea BsmtFinSF1 BsmtFinSF2 BsmtUnfSF 1stFlrSF 2ndFlrSF LowQualFinSF BsmtFullBath BsmtHalfBath FullBath HalfBath BedroomAbvGr KitchenAbvGr TotRmsAbvGrd Fireplaces GarageCars GarageArea WoodDeckSF OpenPorchSF EnclosedPorch 3SsnPorch ScreenPorch PoolArea MiscVal MoSold YrSold LotShape LandSlope Railroad ExterQual ExterCond BsmtQual BsmtCond BsmtExposure CentralAir KitchenQual Functional FireplaceQu GarageFinish GarageQual GarageCond PavedDrive Fence
135000 0 7390 5 7 1955 1955 151 902 0 196 1098 0 0 1 0 1 0 3 1 6 0 1 260 0 0 0 0 0 0 0 7 2008 1 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
124000 71 9204 5 5 1963 1963 0 25 872 247 1144 0 0 1 0 1 1 3 1 6 0 1 336 0 88 0 0 0 0 0 8 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
140000 70 7763 5 7 1962 1980 0 504 108 319 1283 0 0 1 0 1 0 3 1 6 0 2 506 0 0 0 0 0 0 0 10 2008 0 0 0 3 4 3 3 1 1 3 8 0 1 3 3 2 0
136500 74 8856 5 4 1957 1957 143 621 52 503 1176 0 0 1 0 1 0 3 1 6 2 1 292 0 88 0 0 95 0 0 5 2008 0 0 0 3 3 3 3 1 1 3 8 4 2 3 3 2 0
185000 82 9840 5 7 1959 1998 0 1053 0 195 1440 0 0 1 0 2 0 2 1 7 0 1 480 150 0 0 0 256 0 0 6 2008 0 0 0 3 3 3 3 1 1 4 8 0 2 3 3 2 0
163000 76 9120 6 6 1958 1958 0 662 0 599 1261 0 0 1 0 1 0 3 1 6 1 2 433 0 0 0 0 288 0 1400 11 2008 0 0 0 3 3 3 3 1 1 3 8 3 2 3 3 2 0
166800 90 13200 6 6 1958 1958 187 958 0 437 1570 0 0 1 0 1 0 3 1 5 1 2 441 490 0 0 0 0 0 0 5 2008 1 0 0 3 3 3 3 1 1 3 8 3 2 3 3 2 0
139000 72 9000 6 5 1956 1956 74 616 0 580 1196 0 0 1 0 1 0 2 1 6 1 1 297 0 44 0 0 0 0 0 5 2008 0 0 0 3 3 4 3 1 1 3 8 4 2 3 3 2 0
166000 80 11900 6 5 1957 1957 387 1040 0 352 1392 0 0 1 0 1 1 3 1 6 2 2 458 0 0 0 0 192 0 0 6 2008 1 0 0 3 3 3 3 1 1 3 8 4 2 3 3 2 0
136000 75 9464 6 7 1958 1958 135 570 0 510 1080 0 0 0 0 1 0 3 1 5 0 1 288 0 0 0 0 130 0 0 6 2008 0 0 0 3 4 3 3 1 1 3 8 0 1 3 3 2 0
133000 75 10425 5 5 1956 1958 0 774 0 330 1104 0 0 1 0 1 0 3 1 5 0 1 384 0 0 0 0 0 0 0 4 2008 0 0 0 3 3 3 3 1 1 3 8 0 2 3 3 2 0
116000 60 11556 5 6 1952 1952 52 148 0 572 882 0 0 1 0 1 0 2 1 4 0 1 240 0 0 0 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 4 8 0 1 3 3 2 3
137500 102 9373 5 6 1953 1953 84 500 196 456 1152 0 0 0 0 1 1 3 1 6 0 2 636 0 0 0 0 0 0 0 5 2008 1 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
130000 0 12774 5 5 1953 1953 0 624 128 232 950 0 0 0 0 1 0 2 1 5 0 2 400 0 32 0 0 0 0 0 7 2008 0 2 0 3 3 3 3 1 0 3 8 0 1 3 3 2 2
180000 95 14250 6 5 1957 1957 360 0 0 998 1790 0 0 0 0 2 0 3 1 6 2 2 540 0 40 0 0 0 0 1500 9 2008 0 0 0 3 3 3 3 1 1 3 8 4 3 3 3 2 0
139000 60 7350 5 7 1951 1951 0 852 0 100 952 0 0 1 0 1 0 2 1 4 0 2 840 0 0 0 0 0 0 0 6 2008 0 0 0 3 3 3 3 2 1 3 8 0 1 3 3 2 0
110000 57 7677 5 5 1953 1953 0 570 0 203 773 0 0 0 0 1 0 2 1 4 0 1 240 0 0 0 0 0 0 0 4 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
1e+05 71 8838 5 3 1957 1982 0 0 0 0 1764 0 0 0 0 2 1 4 1 7 1 1 301 0 72 0 0 0 0 0 10 2008 0 0 0 3 3 0 0 0 1 3 4 3 3 3 3 2 0
118500 80 8480 5 5 1947 1950 0 442 0 390 832 384 0 0 0 1 0 2 1 6 0 1 336 158 0 102 0 0 0 0 10 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
146000 76 12436 5 5 1957 1957 0 0 0 1824 1824 0 0 0 0 2 0 5 2 9 0 2 484 0 0 0 0 0 0 0 1 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
89900 60 10122 4 6 1948 1950 0 0 0 0 869 0 0 0 0 1 0 1 1 3 0 1 390 0 0 66 0 0 0 0 8 2008 0 0 0 3 3 0 0 0 0 3 8 0 1 2 3 0 4
114000 45 7506 5 8 1925 1950 0 0 0 747 747 412 0 0 0 1 0 3 1 5 0 1 288 84 0 96 0 0 0 0 5 2008 0 0 0 3 4 3 3 1 1 3 8 0 1 2 3 0 0
140000 60 10930 5 6 1945 1950 0 580 0 333 1048 510 0 1 0 1 1 3 1 6 1 1 288 0 0 0 0 0 0 0 4 2008 0 0 0 3 3 3 3 1 1 3 8 3 1 3 3 2 0
86900 60 5400 4 7 1940 2005 0 0 0 672 672 0 0 0 0 1 0 2 1 4 0 1 308 88 108 0 0 0 0 0 7 2008 0 0 0 4 3 3 3 1 1 3 8 0 1 3 3 0 0
139000 60 10836 5 5 1922 1950 0 0 0 892 1254 182 0 0 1 1 0 3 1 7 1 4 1488 0 0 100 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 3 8 4 1 2 3 0 2
106250 60 10800 4 7 1900 2000 0 0 0 0 694 600 0 0 0 2 0 3 2 7 0 0 0 220 114 210 0 0 0 0 8 2008 0 0 0 3 3 0 0 0 0 3 8 0 0 0 0 0 0
171000 70 9247 6 6 1962 1962 318 319 0 539 858 858 0 0 0 1 1 4 1 8 1 2 490 0 84 0 0 120 0 0 3 2008 1 0 0 3 3 3 3 1 1 3 8 4 3 3 3 2 0
139000 78 10180 5 6 1968 1968 0 744 0 168 1044 0 0 0 1 1 1 3 1 5 1 2 372 200 48 0 0 0 0 450 6 2008 1 0 0 3 3 3 3 1 1 3 8 2 3 3 3 2 2
186000 76 11355 7 7 1958 2001 125 637 0 675 1312 0 0 0 0 1 1 3 1 6 1 2 495 0 304 144 0 0 0 6500 4 2008 1 0 0 3 3 3 3 1 1 3 8 4 2 3 3 2 3
157000 0 10920 6 5 1960 1960 212 733 0 520 1253 0 0 1 0 1 1 2 1 5 1 1 352 0 213 176 0 0 0 0 5 2008 1 0 0 3 3 3 3 1 1 3 8 2 2 3 3 2 2
148000 0 12929 6 6 1960 1993 276 697 0 384 1081 0 0 1 0 1 0 3 1 5 0 1 401 36 82 0 0 0 0 0 6 2008 1 0 0 3 3 3 3 4 1 3 8 0 1 3 3 2 0
242000 313 27650 7 7 1960 2007 0 425 0 160 2069 0 0 1 0 2 0 4 1 9 1 2 505 0 0 0 0 0 0 0 11 2008 2 1 0 3 3 4 3 4 1 4 8 4 2 3 3 2 0
116000 74 8892 5 7 1953 1996 0 0 0 105 910 0 0 0 0 1 0 3 1 5 0 2 414 196 0 150 0 0 0 0 10 2008 0 0 0 4 3 3 3 3 1 4 8 0 1 3 3 2 2
94000 60 7200 5 7 1951 1951 0 432 0 444 876 0 0 0 0 1 0 2 1 5 1 2 576 0 0 0 0 0 0 0 2 2008 0 0 0 3 3 2 3 1 1 3 8 3 1 3 3 2 0
98300 60 7200 5 5 1950 1950 0 0 0 0 1048 0 0 0 0 1 0 3 1 7 0 2 420 0 27 0 0 0 0 0 7 2008 0 0 0 3 3 0 0 0 1 3 8 0 1 3 3 2 0
127000 70 7910 5 5 1960 1960 0 666 0 409 1507 0 0 0 0 2 0 4 1 7 0 1 404 0 0 0 0 0 0 0 8 2008 0 0 0 3 3 3 3 1 1 3 5 0 1 3 3 2 2
159000 80 8000 5 6 1959 1959 0 476 488 292 1256 0 0 1 0 1 1 3 1 6 0 1 311 0 240 0 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 4 8 0 2 3 3 2 0
125900 80 8000 5 5 1962 1962 0 520 319 188 1027 0 0 0 1 1 0 3 1 6 0 1 299 0 0 0 0 0 0 0 11 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
155000 70 7931 5 6 1960 1960 0 374 532 363 1269 0 0 0 0 1 1 3 1 6 1 1 308 0 0 0 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 3 8 2 1 3 3 2 0
138000 60 8064 6 6 1948 1950 0 315 0 453 819 501 0 0 0 2 0 3 1 5 0 2 576 108 0 0 0 0 0 0 9 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 2
112500 64 6390 6 7 1954 1954 0 0 0 936 984 0 0 1 0 1 0 2 1 4 0 1 280 0 0 0 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 2
105500 59 7227 6 6 1954 1954 0 0 0 832 832 0 0 0 0 1 0 2 1 4 0 2 528 0 0 0 0 0 0 0 6 2008 0 1 0 3 3 3 3 1 1 4 8 0 1 3 3 2 0
127500 60 7200 6 5 1954 1954 0 673 0 181 854 424 0 0 0 1 0 4 1 6 0 1 240 0 0 0 0 0 0 0 4 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 1
130000 113 8513 5 5 1961 1961 0 0 0 1800 1800 0 0 0 0 2 0 6 2 10 0 0 0 0 0 0 0 0 0 0 11 2008 0 0 0 3 3 3 3 3 0 3 8 0 0 0 0 0 0
150000 60 7200 5 6 1955 1967 0 370 0 398 1024 564 0 0 0 1 1 3 1 6 0 2 480 0 0 0 0 0 0 0 3 2008 0 0 0 3 4 3 3 2 1 3 8 0 1 3 3 2 0
109500 60 7200 5 7 1954 1954 0 0 0 825 825 0 0 0 1 1 0 2 1 4 0 1 350 0 0 0 0 0 0 0 7 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
140000 71 7056 6 5 1963 1963 415 400 0 380 983 813 0 1 0 1 1 4 1 8 1 2 483 0 50 0 0 0 0 0 10 2008 0 0 0 3 3 3 3 1 1 3 8 3 2 3 3 2 0
167900 80 9760 6 6 1964 1964 360 674 106 0 798 813 0 1 0 1 1 4 1 7 0 2 442 328 128 0 0 189 0 0 6 2008 0 1 0 3 3 3 3 4 1 3 8 0 2 3 3 2 0
136870 69 7590 5 5 1963 1963 0 0 0 1117 1117 0 0 0 0 1 0 3 1 6 0 1 264 0 0 0 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
143000 56 9836 6 5 2008 2008 0 96 0 96 1133 0 0 1 0 1 0 3 1 7 0 1 308 0 175 0 0 0 0 0 12 2008 0 0 0 3 3 3 3 1 0 3 8 0 1 3 3 2 0
73000 30 5232 5 5 1925 2004 0 0 0 680 764 0 0 0 0 1 0 2 1 4 0 2 504 0 0 0 0 0 0 0 6 2008 3 0 0 3 3 2 3 1 0 3 8 0 1 3 3 0 0
157500 60 10440 5 8 1904 2002 0 0 0 650 958 581 0 0 0 2 0 3 1 8 1 2 686 70 78 68 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 4 8 1 1 4 3 1 0
122600 57 9184 5 7 1948 2005 0 0 0 780 948 375 0 0 0 1 0 3 1 6 0 2 400 0 0 0 0 0 0 0 7 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
111000 80 4800 5 5 1910 2003 0 0 0 680 680 680 0 0 0 1 0 2 1 6 0 1 330 192 50 0 0 0 0 0 1 2008 0 0 0 3 3 3 2 1 0 3 8 0 1 2 3 2 0
256000 60 10440 6 7 1920 1950 0 493 0 1017 1584 1208 0 0 0 2 0 5 1 8 2 2 520 0 547 0 0 480 0 1150 6 2008 0 0 0 4 4 4 3 1 1 3 6 3 1 2 3 2 3
64000 60 4800 5 4 1940 1950 0 0 0 672 672 0 0 0 0 1 0 2 1 4 0 1 256 0 0 0 0 0 0 0 8 2008 0 0 0 3 3 2 3 1 1 3 8 0 1 3 3 2 3
139500 60 6000 6 7 1915 2005 0 0 0 728 728 728 0 0 0 1 1 4 1 7 0 1 308 0 0 248 0 0 0 0 6 2008 0 0 0 4 3 3 3 1 1 4 8 0 1 2 2 0 0
118000 63 11426 4 6 1910 1996 0 0 0 828 828 658 108 0 0 2 0 3 2 9 0 0 0 0 172 109 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 3 8 0 0 0 0 0 0
2e+05 63 11426 7 5 2003 2003 0 0 0 1362 1362 720 0 0 0 2 1 3 1 6 0 2 484 280 238 0 0 0 0 0 6 2008 0 0 0 3 3 4 3 1 1 4 6 0 1 3 3 0 0
119164 63 7628 4 6 1940 1985 0 0 0 801 1095 561 0 0 0 2 0 2 1 8 0 2 440 187 0 0 0 0 0 0 5 2008 0 0 0 3 4 3 3 1 1 3 6 0 1 3 3 2 0
122250 81 7308 5 5 1920 1950 0 360 0 576 960 780 0 0 0 1 0 2 1 6 1 1 225 0 0 236 0 0 0 0 6 2008 0 0 0 2 2 3 3 1 0 5 8 4 1 2 2 0 0
120000 60 5400 7 6 1920 2006 0 0 0 931 1027 0 0 0 1 1 0 2 1 5 1 0 0 0 28 0 0 0 0 0 2 2008 0 0 0 4 3 3 3 1 1 4 8 3 0 0 0 0 0
155000 60 10800 6 6 1940 1950 0 590 0 294 884 552 0 0 0 2 0 3 2 8 2 2 828 0 0 126 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 3 8 4 1 3 3 2 0
78000 60 6756 5 6 1910 1950 0 0 0 481 899 0 0 0 0 1 0 2 1 5 0 1 200 0 0 96 0 0 0 0 9 2008 0 0 0 3 3 3 4 1 0 3 8 0 1 2 3 1 0
95000 44 5914 5 9 1890 1996 0 0 0 684 684 396 0 0 0 1 0 3 1 5 0 0 0 0 165 30 0 0 0 0 9 2008 0 0 0 3 3 2 3 1 1 4 8 0 0 0 0 0 0
115000 50 6000 5 5 1948 1950 0 104 169 516 789 0 0 0 0 1 0 2 1 5 0 1 250 0 0 0 0 0 0 0 4 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
147000 100 12000 5 7 1948 2005 0 144 608 172 1122 0 0 1 0 1 0 2 1 6 0 2 528 0 36 0 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 4 8 0 1 3 3 2 2
140000 75 9000 5 6 1946 1950 0 445 0 459 904 595 0 0 0 1 0 3 1 5 1 3 869 0 20 0 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 3 8 1 1 3 4 2 0
46500 62 7311 2 5 1946 1950 0 0 0 407 407 0 0 0 0 1 0 1 1 3 0 1 297 76 0 120 0 0 0 0 3 2008 0 0 0 3 4 3 3 1 0 3 8 0 1 2 3 2 0
112500 50 6000 5 6 1957 1957 0 308 0 620 928 0 0 0 0 1 0 3 1 5 0 1 288 0 0 0 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 3 8 0 3 3 3 2 0
107900 50 6000 4 7 1954 2000 0 0 0 901 901 0 0 0 0 1 0 2 1 4 0 1 281 0 0 0 0 0 0 0 8 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 2 3 2 0
65000 103 12205 3 1 1949 1992 0 0 0 448 1588 0 0 0 0 2 0 5 1 6 0 0 0 0 0 0 0 0 0 0 12 2008 0 0 0 3 3 2 2 1 1 3 4 0 0 0 0 0 3
295000 87 18386 7 9 1880 2002 0 0 0 1470 1675 1818 0 0 0 3 0 3 1 10 1 3 870 302 0 0 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 4 8 5 1 3 3 2 0
139500 69 9142 5 5 1900 2006 0 0 0 797 830 797 0 0 0 2 0 4 2 10 0 2 420 192 0 60 0 0 0 0 2 2008 0 0 0 3 2 2 3 1 0 3 8 0 1 2 1 0 0
153900 100 12665 5 8 1915 1950 0 0 0 876 876 540 0 0 0 1 1 4 1 7 1 3 720 418 0 194 0 0 0 0 6 2008 1 0 0 3 3 3 3 2 1 3 8 4 1 3 3 2 0
132000 53 5350 7 8 1920 1965 0 116 0 508 730 720 0 0 0 1 0 3 1 7 0 1 288 0 192 0 0 0 0 0 3 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 3
98000 34 4571 5 5 1916 1950 0 0 0 624 624 720 0 0 0 1 0 4 1 7 0 3 513 0 0 96 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 0 3 8 0 1 2 2 2 0
114000 69 9143 5 7 1900 2003 0 0 0 346 709 308 0 0 0 1 0 2 1 5 0 1 308 0 0 139 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 0 0
130000 60 9600 5 5 1920 1960 0 234 0 739 1377 973 0 0 0 2 0 4 2 10 0 2 393 0 0 219 0 0 0 0 4 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
129500 60 9600 6 5 1917 1950 0 319 0 416 1134 924 0 0 0 1 1 3 1 8 1 2 396 0 0 259 0 0 0 0 4 2008 0 0 0 3 3 4 3 1 0 3 8 4 1 2 2 1 0
129400 60 6000 5 9 1905 2005 0 0 0 572 884 656 0 0 0 1 1 3 1 7 0 0 0 240 77 0 0 0 0 0 2 2008 0 0 0 4 3 2 3 1 1 4 8 0 0 0 0 0 0
161000 60 9600 7 9 1928 2005 0 141 0 548 689 689 0 0 0 2 0 3 1 7 1 2 360 0 0 116 0 0 0 0 10 2008 0 0 0 3 5 3 3 1 1 4 8 4 1 3 3 0 0
163000 60 10800 6 7 1905 2000 0 0 0 482 1221 691 0 0 0 2 0 3 2 7 1 2 672 0 25 212 0 0 0 0 4 2008 0 0 0 3 3 2 3 1 0 3 8 3 1 4 3 2 0
128000 35 6300 6 6 1914 2001 0 0 0 742 742 742 0 0 0 2 0 3 1 9 1 0 0 0 291 134 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 3 8 4 0 0 0 2 0
122000 50 5250 8 5 1872 1987 0 259 0 425 938 1215 205 0 0 2 0 4 1 8 0 0 0 0 54 20 0 0 0 0 12 2008 0 0 0 3 4 3 2 1 0 3 8 0 0 0 0 2 0
116900 0 5700 7 7 1926 1950 0 0 0 572 572 539 0 0 0 1 0 2 1 5 1 1 288 0 0 176 0 0 0 0 8 2008 0 0 0 3 3 3 3 1 1 3 8 4 1 3 3 2 0
325000 75 13500 10 9 1893 2000 0 0 0 1237 1521 1254 0 0 0 3 1 3 1 9 1 2 880 105 502 0 0 0 0 0 7 2008 0 0 0 5 5 3 3 1 1 4 8 4 1 4 3 2 0
55000 60 11340 2 1 1920 1950 0 0 0 723 723 363 0 0 0 1 0 2 1 5 0 2 400 0 24 144 0 0 0 0 11 2008 0 0 0 2 2 2 2 1 0 3 5 0 1 2 1 0 0
184000 60 10800 7 7 1890 1999 0 0 0 1313 1313 1182 0 0 0 2 0 5 1 10 1 2 342 0 299 0 0 0 0 0 12 2008 0 0 0 3 3 3 3 2 1 3 8 4 1 3 2 2 0
110000 65 9750 5 6 1959 1959 164 200 0 784 984 0 0 1 0 1 0 2 1 5 0 1 308 0 0 0 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 2 8 0 1 3 3 0 0
131500 81 12150 5 5 1954 1954 335 0 0 1050 1050 745 0 0 0 2 0 4 1 7 0 1 352 0 0 0 0 0 0 0 11 2008 0 0 0 3 3 3 3 1 0 3 8 0 1 2 3 2 0
97000 70 12702 5 5 1956 1956 0 0 0 0 882 0 0 0 0 1 0 2 1 4 0 1 308 0 45 0 0 0 0 0 12 2008 0 0 0 3 3 0 0 0 1 3 8 0 1 3 3 2 0
115500 52 8516 4 6 1958 2006 0 0 0 869 1093 0 0 0 0 1 0 2 1 5 0 1 308 0 0 0 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
138000 55 7111 5 7 1928 1983 0 406 273 329 1143 0 0 0 0 1 0 2 1 5 1 1 288 265 0 0 0 0 0 0 7 2008 1 0 0 4 4 3 3 1 1 3 8 1 1 3 3 2 4
108000 0 7425 7 7 1945 1950 0 0 0 672 1195 473 0 0 0 1 1 3 1 8 0 1 252 210 0 0 0 0 0 0 8 2008 1 0 1 3 3 3 2 1 1 4 8 0 1 3 3 2 0
79500 50 9100 5 6 1930 1960 0 0 0 742 779 0 156 0 0 1 0 2 1 4 0 1 308 0 0 0 0 0 0 600 8 2008 0 0 1 3 3 3 3 1 1 3 8 0 1 3 3 1 0
153000 0 7010 5 5 1935 1950 0 175 0 849 1144 594 0 0 0 2 0 3 1 6 1 1 240 0 30 0 0 0 0 0 7 2008 0 0 0 3 3 3 3 1 1 3 8 4 1 3 3 1 0
109500 50 6130 5 6 1924 1950 0 784 0 0 784 0 0 1 0 1 0 2 1 5 0 0 0 0 0 116 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 4 8 0 0 0 0 2 0
124000 50 5000 5 7 1941 2006 0 600 0 72 832 378 0 0 0 1 0 3 1 6 0 1 240 0 0 0 0 0 0 0 5 2008 0 0 0 3 4 3 3 1 1 4 8 0 1 3 3 1 0
106900 59 5870 6 9 1900 2000 0 0 0 554 736 554 0 0 0 1 1 3 1 6 0 1 200 38 112 0 0 0 0 400 4 2008 0 0 0 3 4 3 3 1 1 3 8 0 1 2 3 2 3
164900 50 6000 6 7 1940 1989 0 521 0 460 1014 658 0 0 0 1 1 3 1 6 1 1 240 0 11 0 0 0 0 0 7 2008 0 0 0 3 3 3 3 1 1 4 8 4 1 3 3 2 4
119000 50 6000 5 7 1924 2003 0 0 0 949 949 0 0 0 0 1 0 2 1 5 1 2 370 0 0 48 0 0 0 0 7 2008 0 0 0 3 2 3 2 1 1 3 8 2 1 3 3 2 0
120000 50 6000 6 7 1929 1950 0 0 0 862 950 208 0 0 0 1 0 3 1 5 1 1 208 0 0 112 0 0 0 0 7 2008 0 0 0 3 3 3 3 1 1 3 8 4 2 3 3 2 0
157000 50 6000 6 7 1937 2000 0 201 162 462 825 672 0 0 0 2 0 3 1 5 0 1 672 272 0 0 0 0 0 0 5 2008 0 0 0 3 4 3 3 1 1 3 8 0 1 3 3 2 4
105000 50 6000 6 5 1939 1950 0 264 0 475 874 468 0 0 0 2 0 2 2 7 1 1 240 0 0 0 0 0 0 0 4 2008 0 0 0 3 3 3 3 1 1 3 8 4 1 3 3 2 0
113000 50 5000 6 7 1926 1950 0 0 0 992 1013 0 0 0 0 1 0 3 1 6 0 1 160 0 0 101 0 0 0 0 4 2008 0 1 0 3 3 3 3 1 1 3 8 0 1 2 3 2 0
115000 60 5520 5 7 1920 1997 0 68 0 497 565 651 0 1 0 1 0 3 1 6 1 1 355 0 0 180 0 0 0 0 4 2008 1 0 0 3 4 3 3 1 1 3 8 4 2 2 3 2 3
123000 52 6240 4 7 1929 1950 0 80 0 624 624 512 0 0 1 1 0 2 1 6 0 1 336 0 365 80 0 0 0 0 8 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
81300 0 6120 5 6 1945 1995 0 0 0 0 808 0 0 0 0 1 0 1 1 6 0 1 164 0 48 0 0 0 0 0 6 2008 0 0 0 3 4 0 0 0 0 3 7 0 1 3 3 1 0
162900 52 6240 5 7 1930 1992 0 0 0 1078 1128 445 0 0 0 2 0 3 1 8 1 2 360 0 0 0 0 0 0 0 6 2008 0 0 0 3 3 3 3 1 1 3 8 4 1 3 3 1 0
150000 52 6240 7 5 1939 1950 0 300 240 449 1245 764 0 0 0 2 0 4 1 7 1 2 400 0 20 0 0 0 0 0 1 2008 0 0 0 3 3 3 3 2 1 3 7 4 1 3 3 2 3
123500 51 6120 5 5 1923 1950 0 203 0 897 1226 676 0 0 0 2 0 4 1 7 0 2 576 0 139 55 0 0 0 0 10 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
129900 51 6120 7 5 1931 1950 0 0 0 952 1022 752 0 0 0 2 0 2 2 8 2 2 468 90 0 205 0 0 0 0 4 2008 0 0 0 3 3 3 3 1 1 3 8 3 1 2 3 2 0
128000 60 6155 6 8 1920 1999 0 0 0 611 751 611 0 0 0 2 0 3 1 6 0 2 502 0 0 84 0 0 0 0 6 2008 1 0 1 3 3 2 2 2 1 3 8 0 3 3 2 2 0
68500 60 6324 4 6 1927 1950 0 0 0 520 520 0 0 0 0 1 0 1 1 4 0 1 240 49 0 87 0 0 0 0 5 2008 1 0 1 3 3 3 3 1 0 2 8 0 1 2 3 2 0
127000 50 8635 5 5 1948 2001 0 336 41 295 1072 213 0 1 0 1 0 2 1 6 0 1 240 0 0 0 0 0 0 0 1 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 3
207000 64 13053 6 7 1923 2000 0 0 0 833 1053 795 0 0 0 1 1 4 1 8 1 2 370 0 0 0 0 220 0 0 6 2008 0 0 0 3 3 3 3 1 1 4 8 4 1 3 3 0 0
184000 60 9120 7 6 1925 1950 0 329 0 697 1133 687 0 1 0 2 0 4 1 8 0 1 240 0 100 0 0 0 0 0 6 2008 0 0 0 3 4 3 3 1 1 3 8 0 1 3 3 0 4
162500 60 9144 6 4 1915 2004 0 0 0 810 1170 546 0 0 0 2 0 4 1 8 0 2 672 0 195 0 0 0 0 0 3 2008 0 0 0 3 4 3 3 1 1 4 8 0 1 3 3 2 0
145000 0 9144 5 5 1940 1982 0 399 0 484 988 517 0 1 0 1 0 3 1 8 0 1 240 0 0 0 0 0 0 0 7 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 0 0
130000 55 10267 6 7 1918 2000 0 210 606 0 838 0 0 1 0 1 0 2 1 5 0 1 275 0 0 112 0 0 0 0 5 2008 0 0 1 3 4 3 4 2 1 2 8 0 3 3 3 0 1
161000 0 5100 8 7 1925 1996 0 0 0 588 833 833 0 0 0 1 0 3 1 7 1 1 228 192 63 0 0 0 0 0 6 2008 0 0 0 3 4 3 3 1 1 4 8 4 1 3 3 2 3
127500 63 4347 6 8 1910 1950 0 0 0 796 825 784 0 0 0 1 0 3 1 7 0 1 228 0 182 0 0 0 0 0 6 2008 0 0 0 4 3 4 4 1 1 3 8 0 1 2 2 0 0
93850 0 6291 6 6 1930 1950 0 0 0 768 768 0 0 0 0 1 0 1 1 4 0 2 440 0 0 84 0 0 0 0 7 2008 1 0 1 4 4 3 3 1 1 3 8 0 1 3 3 0 0
136000 60 10266 6 6 1952 1952 0 372 0 396 768 768 0 0 0 1 1 4 1 7 0 1 308 0 216 80 0 0 0 0 5 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
141000 60 6876 6 6 1938 1958 0 0 0 1272 1272 0 697 0 0 2 0 4 1 9 1 2 400 0 34 0 0 0 0 0 11 2008 0 0 0 3 3 3 3 1 1 3 8 4 1 3 3 2 0
120000 0 10320 5 6 1915 1978 0 0 0 880 880 428 0 0 0 2 0 2 1 6 0 2 400 0 0 117 0 0 0 0 4 2008 0 0 0 3 2 3 2 1 1 3 8 0 1 2 2 2 0
127500 60 7200 6 7 1925 1992 0 0 0 1040 1040 0 0 0 0 1 0 2 1 5 0 2 320 0 132 0 0 0 0 0 7 2008 0 0 0 3 3 3 3 1 1 3 8 0 1 3 3 2 0
127000 62 7006 6 6 1925 1950 0 121 0 647 788 448 0 1 0 2 0 3 1 6 1 1 384 0 0 0 0 0 0 0 8 2008 0 0 0 3 3 3 3 1 1 3 8 4 1 3 3 2 3
