Lot_Frontage,Lot_Area,Year_Built,Year_Remod_Add,Mas_Vnr_Area,BsmtFin_SF_1,BsmtFin_SF_2,Bsmt_Unf_SF,First_Flr_SF,Low_Qual_Fin_SF,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Misc_Val,Mo_Sold,Year_Sold,Longitude,Latitude,MS_SubClass_other,MS_Zoning_Residential_Medium_Density,MS_Zoning_other,Street_other,Alley_other,Lot_Shape_Slightly_Irregular,Lot_Shape_other,Land_Contour_other,Utilities_other,Lot_Config_Inside,Lot_Config_other,Land_Slope_other,Neighborhood_other,Condition_1_other,Condition_2_other,Bldg_Type_other,House_Style_One_Story,House_Style_other,Overall_Qual_Above_Average,Overall_Qual_Good,Overall_Qual_Very_Good,Overall_Qual_other,Overall_Cond_Above_Average,Overall_Cond_Good,Overall_Cond_other,Roof_Style_Hip,Roof_Style_other,Roof_Matl_other,Exterior_2nd_MetalSd,Exterior_2nd_VinylSd,Exterior_2nd_Wd.Sdng,Exterior_2nd_other,Mas_Vnr_Type_other,Exter_Qual_Typical,Exter_Qual_other,Exter_Cond_Typical,Exter_Cond_other,Foundation_CBlock,Foundation_other,Bsmt_Qual_Typical,Bsmt_Qual_other,Bsmt_Cond_other,Bsmt_Exposure_No,Bsmt_Exposure_other,BsmtFin_Type_1_GLQ,BsmtFin_Type_1_other,Heating_other,Heating_QC_Good,Heating_QC_Typical,Heating_QC_other,Central_Air_other,Electrical_other,Kitchen_Qual_Typical,Kitchen_Qual_other,Functional_other,Fireplace_Qu_Typical,Fireplace_Qu_other,Garage_Type_Detchd,Garage_Type_other,Garage_Finish_RFn,Garage_Finish_Unf,Garage_Finish_other,Paved_Drive_other,Pool_QC_other,Fence_No_Fence,Fence_other,Misc_Feature_other,Sale_Type_other,Sale_Condition_other,Gr_Liv_Area,Sale_Price
75,9750,2004,2004,50,3,0,1421,1445,0,0,0,2,0,3,1,6,0,470,0,35,0,0,0,0,6,2008,-93.685207,42.013912,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1445,186500
64,8320,2004,2004,0,3,0,280,770,0,0,0,2,1,3,1,6,0,520,0,45,0,0,0,0,9,2008,-93.684397,42.013622,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1582,185900
85,11049,2007,2007,0,7,0,1234,1234,0,0,0,2,0,3,1,7,0,484,0,30,0,0,0,0,1,2008,-93.684343,42.013603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1234,179900
85,11058,2007,2007,212,3,0,1508,1564,0,0,0,2,0,3,1,6,0,814,0,24,0,0,0,0,2,2008,-93.683435,42.015975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1564,218836
74,9627,2007,2007,0,3,0,1327,1361,0,0,0,2,0,3,1,6,0,610,0,50,0,0,0,0,6,2008,-93.683435,42.015368,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1361,193000
0,4426,2004,2004,147,3,0,151,848,0,1,0,1,0,1,1,3,1,420,149,0,0,0,0,0,5,2008,-93.683127,42.015927,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,848,149300
0,4426,2004,2004,147,3,0,151,848,0,1,0,1,0,1,1,3,1,420,149,0,0,0,0,0,5,2008,-93.682991,42.015927,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,848,141000
0,4438,2004,2004,205,3,0,186,848,0,1,0,1,0,1,1,3,1,420,149,0,0,0,0,0,1,2008,-93.681436,42.016121,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,848,149000
0,4438,2004,2004,169,3,0,186,848,0,1,0,1,0,1,1,4,1,420,140,0,0,0,0,0,6,2008,-93.681401,42.016122,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,848,144500
67,8777,1910,1950,0,7,0,796,796,0,0,0,1,0,2,1,4,0,0,328,0,164,0,0,0,5,2008,-93.678303,42.01975,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,796,85000
67,8777,1900,2003,0,1,0,188,1272,0,2,0,2,2,4,2,9,0,0,0,70,0,0,0,0,9,2008,-93.678304,42.019937,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2200,145900
75,9825,1966,1966,0,6,0,483,1092,0,0,0,1,0,3,1,6,0,264,259,0,0,0,161,0,4,2008,-93.677551,42.020905,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1092,123000
75,9937,1965,1965,0,2,290,136,1256,0,1,0,1,1,3,1,6,0,276,736,68,0,0,0,0,6,2008,-93.677407,42.021244,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1256,147500
64,12102,1976,1976,222,1,0,0,1033,0,0,1,1,0,3,1,6,0,504,224,0,0,0,0,0,4,2008,-93.673447,42.019997,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1033,165000
90,10012,1972,1972,0,2,180,38,1181,0,1,0,2,0,3,1,6,0,588,0,0,180,0,0,0,4,2008,-93.671443,42.019861,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1181,137500
72,7200,1976,2001,0,1,0,396,684,0,0,0,1,1,3,1,6,1,440,0,0,0,0,0,0,2,2008,-93.675173,42.018912,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,160500
60,7024,2005,2005,0,3,0,108,1132,0,1,0,1,1,2,1,5,0,451,252,64,0,0,0,0,6,2008,-93.673251,42.01883,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1132,176000
123,47007,1959,1996,0,5,0,0,3820,0,0,0,3,1,5,1,11,2,624,0,372,0,0,0,0,7,2008,-93.675582,42.017386,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3820,284700
65,6040,1955,1955,0,5,0,0,1152,0,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,6,2008,-93.665043,42.020483,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1152,82000
65,6012,1955,1955,0,5,0,0,1152,0,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,6,2008,-93.6649923,42.0202945,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1152,82000
92,12108,1955,1955,270,1,0,1307,1440,0,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,9,2008,-93.6653819,42.020394,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1440,118000
56,6931,1955,1955,0,1,0,0,784,0,1,0,1,0,2,1,4,0,0,112,0,0,0,0,0,5,2008,-93.661895,42.020112,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,784,91900
60,12180,1938,2007,0,7,0,585,585,0,0,0,1,1,2,1,5,0,0,42,0,0,0,0,0,1,2008,-93.660115,42.021582,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1053,120000
57,8050,1947,1993,0,5,0,0,929,0,0,0,1,1,4,1,8,0,0,0,0,0,0,0,0,4,2008,-93.664925,42.01797,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1137,96000
68,9520,1953,1953,115,6,0,144,930,0,0,0,1,0,2,1,5,0,286,134,0,0,0,0,3000,5,2008,-93.665829,42.017962,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,930,99000
70,11767,1946,1995,0,2,0,416,768,0,0,0,1,0,3,1,6,0,240,0,0,0,0,0,0,5,2008,-93.664506,42.0198028,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1200,130500
60,8172,1954,1972,0,7,0,941,997,0,0,0,2,0,4,1,7,0,548,0,0,0,0,156,0,5,2008,-93.663479,42.019959,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1470,135000
67,5142,1923,2008,0,1,0,725,949,0,0,0,1,1,3,1,6,0,205,0,0,183,0,0,0,6,2008,-93.6558,42.02224,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1292,108000
67,5604,1925,1950,0,6,0,396,864,0,1,0,1,0,2,1,5,0,0,0,0,96,0,0,0,4,2008,-93.656681,42.022238,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,864,98000
60,8400,1939,1997,0,4,0,342,1052,420,0,0,2,1,4,1,8,1,240,262,24,0,0,0,0,7,2008,-93.65181,42.018715,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2192,179500
60,8400,1925,1950,0,6,0,758,1390,0,0,0,2,0,4,1,7,1,576,342,0,128,0,0,0,6,2008,-93.651785,42.017413,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1694,136500
55,8525,1911,1950,0,7,0,940,1024,0,0,0,1,1,4,1,7,0,0,0,192,0,0,0,0,11,2008,-93.647024,42.019272,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1964,130000
51,9842,1921,1998,0,7,0,612,990,0,0,0,3,1,4,1,8,0,621,183,0,301,0,0,0,5,2008,-93.646748,42.019092,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2601,189000
64,7804,1930,1950,0,1,679,0,960,0,2,0,2,2,4,2,10,2,480,248,0,121,0,0,0,7,2008,-93.648411,42.019005,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1920,161900
79,11526,1922,1994,0,7,0,588,1423,384,0,0,2,0,3,1,11,1,672,431,0,0,0,0,0,9,2008,-93.646438,42.017834,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2555,191000
63,15564,1914,1995,0,7,0,676,676,0,0,0,1,0,3,1,6,0,400,424,0,0,0,0,400,1,2008,-93.646288,42.01789,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1264,147500
54,7609,1925,1997,0,1,0,392,798,0,1,0,2,0,3,1,7,1,180,85,16,41,0,0,0,6,2008,-93.6447134,42.0168678,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1512,231000
60,7200,1931,2000,0,7,0,776,851,0,0,0,1,1,3,1,6,1,270,0,0,112,0,0,0,2,2008,-93.642821,42.019617,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1502,149000
74,11988,1934,1995,0,4,0,389,849,0,0,0,1,1,3,1,6,1,240,0,0,0,0,0,0,8,2008,-93.641405,42.018443,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1660,188700
0,11700,1937,1995,0,2,0,336,1265,0,0,0,2,0,4,1,7,1,240,0,40,0,0,0,0,7,2008,-93.63962,42.018888,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1938,198000
79,7801,1951,1951,88,6,0,591,1091,0,0,1,1,0,2,1,5,1,344,66,105,0,0,221,0,5,2008,-93.639467,42.017528,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,104000
0,14100,1935,1997,632,6,0,536,1968,0,0,0,3,1,4,1,11,2,1014,314,12,0,0,0,0,5,2008,-93.642597,42.01601,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3447,381000
0,15660,1939,2006,312,2,0,457,1137,0,0,1,1,1,3,1,8,2,431,0,119,150,0,0,0,5,2008,-93.643378,42.015667,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1954,311500
56,26073,1956,1956,0,6,0,782,1898,0,0,0,2,1,3,1,7,2,484,0,51,224,0,0,0,4,2008,-93.640311,42.012638,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1898,236500
0,14778,1954,2006,72,2,0,568,1640,0,1,0,1,0,3,1,7,1,924,108,0,0,216,0,0,11,2008,-93.640293,42.012488,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1640,224000
24,1879,1980,1980,0,3,0,150,516,0,0,0,1,0,2,1,5,1,462,213,0,0,0,0,0,12,2008,-93.645743,42.009489,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1032,116500
50,7000,1926,1998,0,6,40,555,919,0,1,0,1,0,2,1,5,0,195,0,0,116,0,0,0,7,2008,-93.628409,42.022607,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,919,126000
60,6000,1940,2006,0,7,0,720,760,0,0,0,1,0,3,1,5,0,240,0,0,0,0,0,0,7,2008,-93.627459,42.021806,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1090,120000
40,3636,1922,1950,0,7,0,796,796,0,0,0,1,0,2,1,5,0,0,0,0,100,0,0,0,1,2008,-93.625291,42.022797,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,796,55000
71,6900,1940,1955,0,1,125,212,778,0,0,0,1,0,2,1,4,1,924,0,25,0,0,0,0,2,2008,-93.6291062,42.0213831,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,778,120500
58,8155,1930,1950,0,7,0,780,780,0,0,0,1,0,4,1,7,0,0,0,0,96,0,0,0,7,2008,-93.628385,42.021276,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1200,119000
60,7392,1930,1995,0,7,0,520,912,0,0,0,1,0,2,1,5,0,360,0,90,0,0,0,0,5,2008,-93.626835,42.020379,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,912,99500
80,14584,1952,1952,0,5,0,0,733,0,0,0,1,0,2,1,4,0,487,0,0,0,0,0,0,2,2008,-93.625217,42.018806,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,733,13100
60,5280,1895,1950,0,7,0,173,825,0,0,0,1,0,2,1,6,0,185,0,123,0,0,0,0,7,2008,-93.615426,42.021162,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1361,89000
50,8500,1920,1950,0,7,0,649,649,0,0,0,1,0,3,1,6,0,250,0,54,172,0,0,0,7,2008,-93.616848,42.021506,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1317,40000
52,5150,1910,2000,0,7,0,356,671,0,0,0,1,0,2,1,5,0,195,0,0,0,0,0,0,5,2008,-93.616849,42.021594,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1049,80900
120,18000,1935,1950,0,7,0,894,894,0,0,0,1,0,2,1,6,0,1248,0,20,0,0,0,560,8,2008,-93.604195,42.022458,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,894,81000
60,9000,1920,1950,0,7,0,592,432,0,0,0,1,1,3,1,5,0,216,0,30,160,0,0,0,6,2008,-93.604193,42.022626,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,864,65000
64,5587,2008,2008,186,3,0,120,1652,0,1,1,2,0,2,1,5,1,482,162,53,0,153,0,0,11,2008,-93.616242,42.009326,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1652,392500
44,3843,2007,2008,186,3,0,120,1648,0,1,1,2,0,2,1,5,1,525,162,53,0,153,0,0,8,2008,-93.616584,42.008803,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1648,294464
